Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Id,Customer Lname,Customer State,Customer Zipcode,order date (DateOrders),Order City,Order Country,Order Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Quantity,Sales,Order Item Total,Product Name,shipping date (DateOrders),Shipping Mode,Product Weight,Weight Unit
PAYMENT,2,4,21.59000015,44.97999954,Advance shipping,0,Indoor/Outdoor Games,Caguas,Puerto Rico,7158,Todd,PR,725,12/24/2015 6:40,Semarang,Indonesia,24476,5,0.100000001,61255,49.97999954,1,49.97999954,44.97999954,O'Brien Men's Neoprene Life Vest,12/26/2015 6:40,Standard Class,1,kg
TRANSFER,2,4,14.52000046,41.47999954,Advance shipping,0,Indoor/Outdoor Games,Caguas,Puerto Rico,5243,Smith,PR,725,12/15/2015 15:58,Antipolo,Filipinas,23886,8.5,0.170000002,59795,49.97999954,1,49.97999954,41.47999954,O'Brien Men's Neoprene Life Vest,12/17/2015 15:58,Standard Class,1,kg
TRANSFER,2,4,-382.5700073,141.6900024,Advance shipping,0,Indoor/Outdoor Games,Caguas,Puerto Rico,5243,Smith,PR,725,12/15/2015 15:58,Antipolo,Filipinas,23886,8.25,0.059999999,59794,49.97999954,3,149.9400024,141.6900024,O'Brien Men's Neoprene Life Vest,12/17/2015 15:58,Standard Class,1,kg
PAYMENT,6,4,48.47999954,193.9199982,Late delivery,1,Indoor/Outdoor Games,North Richland Hills,EE. UU.,5369,Short,TX,76180,12/13/2015 0:34,Melbourne,Australia,23705,6,0.029999999,59304,49.97999954,4,199.9199982,193.9199982,O'Brien Men's Neoprene Life Vest,12/19/2015 0:34,Standard Class,1,kg
DEBIT,2,1,115.1500015,239.8999939,Late delivery,1,Indoor/Outdoor Games,Winnetka,EE. UU.,1162,Copeland,CA,91306,12/02/2015 7:03,Ludhiana,India,22970,10,0.039999999,57490,49.97999954,5,249.8999939,239.8999939,O'Brien Men's Neoprene Life Vest,12/04/2015 7:03,First Class,1,kg
DEBIT,2,1,89.02999878,237.4100037,Late delivery,1,Indoor/Outdoor Games,Winnetka,EE. UU.,1162,Copeland,CA,91306,12/02/2015 7:03,Ludhiana,India,22970,12.5,0.050000001,57488,49.97999954,5,249.8999939,237.4100037,O'Brien Men's Neoprene Life Vest,12/04/2015 7:03,First Class,1,kg
TRANSFER,6,4,136.7599945,290.980011,Late delivery,1,Camping & Hiking,Bridgeton,EE. UU.,1771,Smith,NJ,8302,02/11/2017 3:07,San Pedro Sula,Honduras,52895,9,0.029999999,132245,299.980011,1,299.980011,290.980011,Diamondback Women's Serene Classic Comfort Bi,2/17/2017 3:07,Standard Class,1,kg
TRANSFER,2,4,-22.22999954,129.9900055,Shipping canceled,0,Men's Footwear,Buffalo,EE. UU.,9579,White,NY,14221,2/25/2016 22:11,Darwin,Australia,28836,0,0,72146,129.9900055,1,129.9900055,129.9900055,Nike Men's CJ Elite 2 TD Football Cleat,2/27/2016 22:11,Standard Class,1,kg
TRANSFER,3,4,-91.47000122,124.7900009,Advance shipping,0,Men's Footwear,Normal,EE. UU.,10836,Brennan,IL,61761,12/22/2015 0:43,Perth,Australia,24322,5.199999809,0.039999999,60854,129.9900055,1,129.9900055,124.7900009,Nike Men's CJ Elite 2 TD Football Cleat,12/25/2015 0:43,Standard Class,1,kg
TRANSFER,3,4,27.79000092,123.4899979,Advance shipping,0,Men's Footwear,Normal,EE. UU.,10836,Brennan,IL,61761,12/22/2015 0:43,Perth,Australia,24322,6.5,0.050000001,60853,129.9900055,1,129.9900055,123.4899979,Nike Men's CJ Elite 2 TD Football Cleat,12/25/2015 0:43,Standard Class,1,kg
TRANSFER,3,4,-105.6399994,122.8399963,Advance shipping,0,Men's Footwear,Normal,EE. UU.,10836,Brennan,IL,61761,12/22/2015 0:43,Perth,Australia,24322,7.150000095,0.059999999,60851,129.9900055,1,129.9900055,122.8399963,Nike Men's CJ Elite 2 TD Football Cleat,12/25/2015 0:43,Standard Class,1,kg
TRANSFER,3,4,100.7900009,335.980011,Advance shipping,0,Fishing,Houston,EE. UU.,8084,Smith,TX,77036,11/01/2015 16:02,Palu,Indonesia,20872,64,0.159999996,52156,399.980011,1,399.980011,335.980011,Field & Stream Sportsman 16 Gun Fire Safe,11/04/2015 16:02,Standard Class,1,kg
TRANSFER,5,4,36,224.9900055,Late delivery,1,Camping & Hiking,Lancaster,EE. UU.,3811,Smith,CA,93536,10/27/2015 1:51,Kathmandu,Nepal,20489,75,0.25,51138,299.980011,1,299.980011,224.9900055,Diamondback Women's Serene Classic Comfort Bi,11/01/2015 1:51,Standard Class,1,kg
TRANSFER,3,4,23.52000046,391.980011,Advance shipping,0,Fishing,San Jose,EE. UU.,3071,Meadows,CA,95127,11/26/2015 16:52,Kota Kinabalu,Malasia,22587,8,0.02,56507,399.980011,1,399.980011,391.980011,Field & Stream Sportsman 16 Gun Fire Safe,11/29/2015 16:52,Standard Class,1,kg
TRANSFER,3,4,35.38999939,97.48999786,Shipping canceled,0,Men's Footwear,Lawrence,EE. UU.,4492,Hubbard,MA,1841,05/04/2016 9:39,San Francisco,Estados Unidos,33527,32.5,0.25,83694,129.9900055,1,129.9900055,97.48999786,Nike Men's CJ Elite 2 TD Football Cleat,05/07/2016 9:39,Standard Class,1,kg
TRANSFER,2,4,7.730000019,110.4899979,Advance shipping,0,Men's Footwear,Saint Charles,EE. UU.,7766,Smith,MO,63301,05/12/2016 16:59,Little Rock,Estados Unidos,34096,19.5,0.150000006,85105,129.9900055,1,129.9900055,110.4899979,Nike Men's CJ Elite 2 TD Football Cleat,5/14/2016 16:59,Standard Class,1,kg
TRANSFER,6,4,-19.92000008,99.58000183,Late delivery,1,Cleats,Newark,EE. UU.,1447,Smith,DE,19702,11/19/2016 22:09,Bo,Sierra Leona,47195,20.39999962,0.170000002,117959,59.99000168,2,119.9800034,99.58000183,Perfect Fitness Perfect Rip Deck,11/25/2016 22:09,Standard Class,1,kg
TRANSFER,3,4,33.04999924,113.9800034,Advance shipping,0,Cleats,Fort Lauderdale,EE. UU.,9253,Smith,FL,33313,7/27/2015 1:59,Alphen aan den Rijn,Países Bajos,14187,6,0.050000001,35511,59.99000168,2,119.9800034,113.9800034,Perfect Fitness Perfect Rip Deck,7/30/2015 1:59,Standard Class,1,kg
TRANSFER,5,4,28.5,95,Late delivery,1,Women's Apparel,College Station,EE. UU.,5257,Boyd,TX,77840,8/21/2015 19:17,Berlín,Alemania,15949,5,0.050000001,39852,50,2,100,95,Nike Men's Dri-FIT Victory Golf Polo,8/26/2015 19:17,Standard Class,1,kg
TRANSFER,6,4,-100.0899963,181.9799957,Late delivery,1,Cardio Equipment,Tallahassee,EE. UU.,12280,Smith,FL,32308,8/20/2017 22:07,Toulouse,Francia,65965,18,0.090000004,164859,99.98999786,2,199.9799957,181.9799957,Nike Men's Free 5.0+ Running Shoe,8/26/2017 22:07,Standard Class,1,kg
TRANSFER,5,4,48,159.9799957,Late delivery,1,Cardio Equipment,Conway,EE. UU.,1947,Rogers,AR,72032,2/26/2017 0:07,Santo Domingo,República Dominicana,53914,40,0.200000003,134800,99.98999786,2,199.9799957,159.9799957,Nike Men's Free 5.0+ Running Shoe,03/03/2017 0:07,Standard Class,1,kg
TRANSFER,5,4,35.70999908,115.1800003,Late delivery,1,Cleats,Conway,EE. UU.,1947,Rogers,AR,72032,2/26/2017 0:07,Santo Domingo,República Dominicana,53914,4.800000191,0.039999999,134801,59.99000168,2,119.9800034,115.1800003,Perfect Fitness Perfect Rip Deck,03/03/2017 0:07,Standard Class,1,kg
TRANSFER,5,4,25.22999954,87,Late delivery,1,Women's Apparel,Lancaster,EE. UU.,3811,Smith,CA,93536,10/27/2015 1:51,Kathmandu,Nepal,20489,13,0.129999995,51139,50,2,100,87,Nike Men's Dri-FIT Victory Golf Polo,11/01/2015 1:51,Standard Class,1,kg
TRANSFER,3,4,50.22000122,109.1800003,Shipping canceled,0,Cleats,Lawrence,EE. UU.,4492,Hubbard,MA,1841,05/04/2016 9:39,San Francisco,Estados Unidos,33527,10.80000019,0.090000004,83695,59.99000168,2,119.9800034,109.1800003,Perfect Fitness Perfect Rip Deck,05/07/2016 9:39,Standard Class,1,kg
TRANSFER,6,4,34.18999863,170.9700012,Late delivery,1,Cleats,Newark,EE. UU.,1447,Smith,DE,19702,11/19/2016 22:09,Bo,Sierra Leona,47195,9,0.050000001,117960,59.99000168,3,179.9700012,170.9700012,Perfect Fitness Perfect Rip Deck,11/25/2016 22:09,Standard Class,1,kg
TRANSFER,4,4,59.93000031,127.5,Shipping on time,0,Women's Apparel,Roseburg,EE. UU.,11090,Shah,OR,97470,10/12/2016 22:33,Kinshasa,República Democrática del Congo,44593,22.5,0.150000006,111333,50,3,150,127.5,Nike Men's Dri-FIT Victory Golf Polo,10/16/2016 22:33,Standard Class,1,kg
TRANSFER,6,4,-278.4100037,163.7700043,Late delivery,1,Cleats,Silver Spring,EE. UU.,1952,Smith,MD,20904,08/03/2017 0:57,Roeselare,ESTADOS UNIDOS,64740,16.20000076,0.090000004,161823,59.99000168,3,179.9700012,163.7700043,Perfect Fitness Perfect Rip Deck,08/09/2017 0:57,Standard Class,1,kg
TRANSFER,2,4,62.77999878,139.5,Advance shipping,0,Women's Apparel,New York,EE. UU.,9653,Thomas,NY,10029,10/18/2015 20:36,London,Reino Unido,19926,10.5,0.07,49811,50,3,150,139.5,Nike Men's Dri-FIT Victory Golf Polo,10/20/2015 20:36,Standard Class,1,kg
TRANSFER,6,4,47.22000122,98.37999725,Late delivery,1,Shop By Sport,Silver Spring,EE. UU.,1952,Smith,MD,20904,08/03/2017 0:57,Roeselare,Bélgica,64740,21.59000015,0.180000007,161825,39.99000168,3,119.9700012,98.37999725,Under Armour Girls' Toddler Spine Surge Runni,08/09/2017 0:57,Standard Class,1,kg
TRANSFER,5,4,71.26999664,158.3699951,Late delivery,1,Cleats,Conway,EE. UU.,1947,Rogers,AR,72032,2/26/2017 0:07,Santo Domingo,República Dominicana,53914,21.60000038,0.119999997,134802,59.99000168,3,179.9700012,158.3699951,Perfect Fitness Perfect Rip Deck,03/03/2017 0:07,Standard Class,1,kg
TRANSFER,4,4,136.4900055,363.980011,Shipping on time,0,Fishing,Caguas,Puerto Rico,8149,Clark,PR,725,07/05/2017 20:05,Ponferrada,España,62808,36,0.090000004,157038,399.980011,1,399.980011,363.980011,Field & Stream Sportsman 16 Gun Fire Safe,07/09/2017 20:05,Standard Class,1,kg
TRANSFER,5,2,89.41999817,339.980011,Late delivery,1,Fishing,Caguas,Puerto Rico,9836,Sullivan,PR,725,6/29/2017 6:47,Baden-Baden,Alemania,62359,60,0.150000006,155891,399.980011,1,399.980011,339.980011,Field & Stream Sportsman 16 Gun Fire Safe,07/04/2017 6:47,Second Class,1,kg
TRANSFER,5,2,84,335.980011,Late delivery,1,Fishing,Caguas,Puerto Rico,9836,Sullivan,PR,725,6/29/2017 6:47,Baden-Baden,Alemania,62359,64,0.159999996,155887,399.980011,1,399.980011,335.980011,Field & Stream Sportsman 16 Gun Fire Safe,07/04/2017 6:47,Second Class,1,kg
PAYMENT,3,4,136.1100006,331.980011,Advance shipping,0,Fishing,Miami,EE. UU.,8033,Estes,FL,33186,6/29/2017 6:05,Paris,Francia,62357,68,0.170000002,155882,399.980011,1,399.980011,331.980011,Field & Stream Sportsman 16 Gun Fire Safe,07/02/2017 6:05,Standard Class,1,kg
TRANSFER,4,4,91.51999664,351.980011,Shipping on time,0,Fishing,Highland,EE. UU.,12101,Smith,CA,92346,6/25/2017 4:20,Viena,Austria,62078,48,0.119999997,155226,399.980011,1,399.980011,351.980011,Field & Stream Sportsman 16 Gun Fire Safe,6/29/2017 4:20,Standard Class,1,kg
TRANSFER,4,4,160.0700073,347.980011,Shipping on time,0,Fishing,Highland,EE. UU.,12101,Smith,CA,92346,6/25/2017 4:20,Viena,Austria,62078,52,0.129999995,155222,399.980011,1,399.980011,347.980011,Field & Stream Sportsman 16 Gun Fire Safe,6/29/2017 4:20,Standard Class,1,kg
PAYMENT,6,4,176.6300049,383.980011,Late delivery,1,Fishing,Metairie,EE. UU.,6441,Harris,LA,70003,06/10/2017 7:41,San Francisco de Macorís,República Dominicana,61060,16,0.039999999,152758,399.980011,1,399.980011,383.980011,Field & Stream Sportsman 16 Gun Fire Safe,6/16/2017 7:41,Standard Class,1,kg
PAYMENT,6,4,22.79999924,379.980011,Late delivery,1,Fishing,Metairie,EE. UU.,6441,Harris,LA,70003,06/10/2017 7:41,San Francisco de Macorís,República Dominicana,61060,20,0.050000001,152755,399.980011,1,399.980011,379.980011,Field & Stream Sportsman 16 Gun Fire Safe,6/16/2017 7:41,Standard Class,1,kg
TRANSFER,1,0,-15.19999981,399.980011,Late delivery,1,Fishing,Glendale,EE. UU.,4475,Davis,AZ,85308,06/09/2017 16:16,Buenos Aires,Argentina,61016,0,0,152641,399.980011,1,399.980011,399.980011,Field & Stream Sportsman 16 Gun Fire Safe,06/10/2017 4:16,Same Day,1,kg
TRANSFER,2,1,178.5500031,371.980011,Late delivery,1,Fishing,Miami,EE. UU.,7511,Park,FL,33176,06/04/2017 9:26,San Miguelito,Panamá,60654,28,0.07,151825,399.980011,1,399.980011,371.980011,Field & Stream Sportsman 16 Gun Fire Safe,06/06/2017 9:26,First Class,1,kg
PAYMENT,2,1,139.6699982,387.980011,Late delivery,1,Fishing,Caguas,Puerto Rico,7502,Smith,PR,725,06/03/2017 12:04,Tlalnepantla,México,60593,12,0.029999999,151653,399.980011,1,399.980011,387.980011,Field & Stream Sportsman 16 Gun Fire Safe,06/05/2017 12:04,First Class,1,kg
TRANSFER,3,4,-49.68000031,359.980011,Advance shipping,0,Fishing,Caguas,Puerto Rico,2293,Collier,PR,725,06/03/2017 1:12,Santo Domingo,República Dominicana,60562,40,0.100000001,151586,399.980011,1,399.980011,359.980011,Field & Stream Sportsman 16 Gun Fire Safe,06/06/2017 1:12,Standard Class,1,kg
TRANSFER,3,4,94.63999939,363.980011,Advance shipping,0,Fishing,Caguas,Puerto Rico,865,Smith,PR,725,06/01/2017 19:26,São Gonçalo,Brasil,60477,36,0.090000004,151352,399.980011,1,399.980011,363.980011,Field & Stream Sportsman 16 Gun Fire Safe,06/04/2017 19:26,Standard Class,1,kg
DEBIT,4,4,111.9899979,399.980011,Shipping on time,0,Fishing,Caguas,Puerto Rico,5364,Colon,PR,725,5/28/2017 0:10,Spanish Town,Jamaica,60148,0,0,150527,399.980011,1,399.980011,399.980011,Field & Stream Sportsman 16 Gun Fire Safe,06/01/2017 0:10,Standard Class,1,kg
DEBIT,5,2,-547.7700195,331.980011,Late delivery,1,Fishing,Tempe,EE. UU.,1736,Smith,AZ,85283,05/08/2017 7:33,Porto Alegre,Brasil,58799,68,0.170000002,147174,399.980011,1,399.980011,331.980011,Field & Stream Sportsman 16 Gun Fire Safe,5/13/2017 7:33,Second Class,1,kg
DEBIT,5,2,41,327.980011,Late delivery,1,Fishing,Tempe,EE. UU.,1736,Smith,AZ,85283,05/08/2017 7:33,Porto Alegre,Brasil,58799,72,0.180000007,147172,399.980011,1,399.980011,327.980011,Field & Stream Sportsman 16 Gun Fire Safe,5/13/2017 7:33,Second Class,1,kg
TRANSFER,4,4,-68.16000366,319.980011,Shipping canceled,0,Fishing,Bowling Green,EE. UU.,11492,Allen,KY,42101,4/29/2017 9:29,Managua,Nicaragua,58188,80,0.200000003,145610,399.980011,1,399.980011,319.980011,Field & Stream Sportsman 16 Gun Fire Safe,05/03/2017 9:29,Standard Class,1,kg
TRANSFER,4,4,108.8899994,299.9899902,Shipping canceled,0,Fishing,Bowling Green,EE. UU.,11492,Allen,KY,42101,4/29/2017 9:29,Managua,Nicaragua,58188,100,0.25,145607,399.980011,1,399.980011,299.9899902,Field & Stream Sportsman 16 Gun Fire Safe,05/03/2017 9:29,Standard Class,1,kg
PAYMENT,3,4,123.0299988,363.980011,Advance shipping,0,Fishing,Caguas,Puerto Rico,2989,Henderson,PR,725,4/21/2017 8:27,General Escobedo,México,57637,36,0.090000004,144183,399.980011,1,399.980011,363.980011,Field & Stream Sportsman 16 Gun Fire Safe,4/24/2017 8:27,Standard Class,1,kg
DEBIT,4,4,3.519999981,351.980011,Shipping on time,0,Fishing,Caguas,Puerto Rico,190,Hayes,PR,725,4/19/2017 2:30,Ilopango,El Salvador,57483,48,0.119999997,143805,399.980011,1,399.980011,351.980011,Field & Stream Sportsman 16 Gun Fire Safe,4/23/2017 2:30,Standard Class,1,kg
DEBIT,3,4,126.0899963,387.980011,Advance shipping,0,Fishing,Escondido,EE. UU.,10643,Delgado,CA,92025,4/13/2017 18:16,Mixco,Guatemala,57117,12,0.029999999,142872,399.980011,1,399.980011,387.980011,Field & Stream Sportsman 16 Gun Fire Safe,4/16/2017 18:16,Standard Class,1,kg
CASH,2,4,125.7300034,371.980011,Advance shipping,0,Fishing,Caguas,Puerto Rico,9368,Cabrera,PR,725,04/11/2017 11:37,Carrefour,Haití,56961,28,0.07,142465,399.980011,1,399.980011,371.980011,Field & Stream Sportsman 16 Gun Fire Safe,4/13/2017 11:37,Standard Class,1,kg
DEBIT,2,4,115.9899979,399.980011,Advance shipping,0,Fishing,Caguas,Puerto Rico,10482,Rivera,PR,725,3/16/2017 12:00,David,Panamá,55181,0,0,138005,399.980011,1,399.980011,399.980011,Field & Stream Sportsman 16 Gun Fire Safe,3/18/2017 12:00,Standard Class,1,kg
DEBIT,3,4,123.4100037,339.980011,Advance shipping,0,Fishing,Las Vegas,EE. UU.,11825,Nunez,NV,89117,03/03/2017 21:18,Santo Domingo,República Dominicana,54317,60,0.150000006,135830,399.980011,1,399.980011,339.980011,Field & Stream Sportsman 16 Gun Fire Safe,03/06/2017 21:18,Standard Class,1,kg
TRANSFER,5,4,-84,335.980011,Late delivery,1,Fishing,Conway,EE. UU.,1947,Rogers,AR,72032,2/26/2017 0:07,Santo Domingo,República Dominicana,53914,64,0.159999996,134803,399.980011,1,399.980011,335.980011,Field & Stream Sportsman 16 Gun Fire Safe,03/03/2017 0:07,Standard Class,1,kg
DEBIT,2,1,181.4299927,377.980011,Late delivery,1,Fishing,Los Angeles,EE. UU.,9096,Andrews,CA,90007,2/21/2017 22:43,San Pedro de Macorís,República Dominicana,53636,22,0.059999999,134076,399.980011,1,399.980011,377.980011,Field & Stream Sportsman 16 Gun Fire Safe,2/23/2017 22:43,First Class,1,kg
TRANSFER,2,4,17.69000053,156.5700073,Advance shipping,0,Cleats,Bayamon,Puerto Rico,11449,Smith,PR,957,3/31/2017 5:51,Panama City,Panamá,56191,23.39999962,0.129999995,140547,59.99000168,3,179.9700012,156.5700073,Perfect Fitness Perfect Rip Deck,04/02/2017 5:51,Standard Class,1,kg
TRANSFER,5,4,69.83999634,145.5,Late delivery,1,Women's Apparel,Caguas,Puerto Rico,6023,Webb,PR,725,5/28/2015 18:32,Pilar,Brasil,10124,4.5,0.029999999,25292,50,3,150,145.5,Nike Men's Dri-FIT Victory Golf Polo,06/02/2015 18:32,Standard Class,1,kg
CASH,5,2,103.8300018,346.1099854,Late delivery,1,Crafts,Caguas,Puerto Rico,14772,Banks,PR,725,11/05/2017 14:50,Estocolmo,Suecia,71219,115.3700027,0.25,174534,461.480011,1,461.480011,346.1099854,Porcelain crafts,11/10/2017 14:50,Second Class,1,kg
CASH,2,4,2.519999981,126.0899963,Advance shipping,0,Men's Footwear,Caguas,Puerto Rico,1780,Sharp,PR,725,11/18/2016 0:57,Khomeynishahr,Irán,47066,3.900000095,0.029999999,117643,129.9900055,1,129.9900055,126.0899963,Nike Men's CJ Elite 2 TD Football Cleat,11/20/2016 0:57,Standard Class,1,kg
CASH,5,4,31.29000092,107.8899994,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,10372,Martin,PR,725,08/02/2016 13:43,Newark,Estados Unidos,39704,22.10000038,0.170000002,99051,129.9900055,1,129.9900055,107.8899994,Nike Men's CJ Elite 2 TD Football Cleat,08/07/2016 13:43,Standard Class,1,kg
CASH,2,4,21.84000015,84,Advance shipping,0,Women's Apparel,Caguas,Puerto Rico,1780,Sharp,PR,725,11/18/2016 0:57,Khomeynishahr,Irán,47066,16,0.159999996,117644,50,2,100,84,Nike Men's Dri-FIT Victory Golf Polo,11/20/2016 0:57,Standard Class,1,kg
DEBIT,2,1,32.02999878,114.3899994,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,1677,Robles,PR,725,6/16/2015 14:49,Lyon,Francia,11415,15.60000038,0.119999997,28547,129.9900055,1,129.9900055,114.3899994,Nike Men's CJ Elite 2 TD Football Cleat,6/18/2015 14:49,First Class,1,kg
DEBIT,2,1,52.02000046,113.0899963,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,1677,Robles,PR,725,6/16/2015 14:49,Lyon,Francia,11415,16.89999962,0.129999995,28544,129.9900055,1,129.9900055,113.0899963,Nike Men's CJ Elite 2 TD Football Cleat,6/18/2015 14:49,First Class,1,kg
DEBIT,2,1,82.30999756,293.980011,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,1677,Robles,PR,725,6/16/2015 14:49,Lyon,Francia,11415,6,0.02,28548,299.980011,1,299.980011,293.980011,Diamondback Women's Serene Classic Comfort Bi,6/18/2015 14:49,First Class,1,kg
DEBIT,2,1,-3.390000105,116.9899979,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,10638,Young,PR,725,4/17/2016 9:51,Toledo,Estados Unidos,32363,13,0.100000001,80939,129.9900055,1,129.9900055,116.9899979,Nike Men's CJ Elite 2 TD Football Cleat,4/19/2016 9:51,First Class,1,kg
DEBIT,2,1,13.77000046,43.97999954,Late delivery,1,Accessories,Caguas,Puerto Rico,1677,Robles,PR,725,6/16/2015 14:49,Lyon,Francia,11415,6,0.119999997,28546,24.98999977,2,49.97999954,43.97999954,Team Golf Tennessee Volunteers Putter Grip,6/18/2015 14:49,First Class,1,kg
DEBIT,2,1,-134.3300018,83.95999908,Late delivery,1,Golf Balls,Caguas,Puerto Rico,1677,Robles,PR,725,6/16/2015 14:49,Lyon,Francia,11415,15.98999977,0.159999996,28545,19.98999977,5,99.94999695,83.95999908,Glove It Women's Imperial Golf Glove,6/18/2015 14:49,First Class,1,kg
PAYMENT,5,4,14.88000011,236.1600037,Late delivery,1,Indoor/Outdoor Games,Plainfield,EE. UU.,6038,Brooks,NJ,7060,11/14/2015 13:02,Bekasi,Indonesia,21754,13.73999977,0.059999999,54425,49.97999954,5,249.8999939,236.1600037,O'Brien Men's Neoprene Life Vest,11/19/2015 13:02,Standard Class,1,kg
PAYMENT,5,4,12.73999977,127.4499969,Late delivery,1,Indoor/Outdoor Games,Plainfield,EE. UU.,6038,Brooks,NJ,7060,11/14/2015 13:02,Bekasi,Indonesia,21754,22.48999977,0.150000006,54424,49.97999954,3,149.9400024,127.4499969,O'Brien Men's Neoprene Life Vest,11/19/2015 13:02,Standard Class,1,kg
PAYMENT,4,2,-143.4400024,81.97000122,Late delivery,1,Indoor/Outdoor Games,Caguas,Puerto Rico,9,Perez,PR,725,10/04/2015 3:28,Estocolmo,Suecia,18918,17.98999977,0.180000007,47312,49.97999954,2,99.95999908,81.97000122,O'Brien Men's Neoprene Life Vest,10/08/2015 3:28,Second Class,1,kg
DEBIT,5,4,42.24000168,134.9499969,Late delivery,1,Indoor/Outdoor Games,Carolina,Puerto Rico,3976,Costa,PR,983,9/16/2015 20:39,Bochum,Alemania,17734,14.98999977,0.100000001,44312,49.97999954,3,149.9400024,134.9499969,O'Brien Men's Neoprene Life Vest,9/21/2015 20:39,Standard Class,1,kg
TRANSFER,5,4,91.95999908,199.9199982,Late delivery,1,Indoor/Outdoor Games,College Station,EE. UU.,5257,Boyd,TX,77840,8/21/2015 19:17,Berlín,Alemania,15949,49.97999954,0.200000003,39853,49.97999954,5,249.8999939,199.9199982,O'Brien Men's Neoprene Life Vest,8/26/2015 19:17,Standard Class,1,kg
TRANSFER,5,4,32.49000168,99.95999908,Late delivery,1,Indoor/Outdoor Games,College Station,EE. UU.,5257,Boyd,TX,77840,8/21/2015 19:17,Berlín,Alemania,15949,0,0,39849,49.97999954,2,99.95999908,99.95999908,O'Brien Men's Neoprene Life Vest,8/26/2015 19:17,Standard Class,1,kg
TRANSFER,6,2,32.65999985,89.95999908,Late delivery,1,Indoor/Outdoor Games,Gardena,EE. UU.,2906,Smith,CA,90247,8/19/2015 11:35,Bochum,Alemania,15790,10,0.100000001,39473,49.97999954,2,99.95999908,89.95999908,O'Brien Men's Neoprene Life Vest,8/25/2015 11:35,Second Class,1,kg
TRANSFER,3,4,-9.68999958,84.97000122,Shipping canceled,0,Indoor/Outdoor Games,Caguas,Puerto Rico,2881,Smith,PR,725,8/18/2015 15:16,Rouen,Francia,15732,14.98999977,0.150000006,39337,49.97999954,2,99.95999908,84.97000122,O'Brien Men's Neoprene Life Vest,8/21/2015 15:16,Standard Class,1000,kg
TRANSFER,3,4,5.420000076,47.97999954,Shipping canceled,0,Indoor/Outdoor Games,Caguas,Puerto Rico,2881,Smith,PR,725,8/18/2015 15:16,Rouen,Francia,15732,2,0.039999999,39336,49.97999954,1,49.97999954,47.97999954,O'Brien Men's Neoprene Life Vest,8/21/2015 15:16,Standard Class,1,kg
DEBIT,5,4,57.16999817,139.4400024,Late delivery,1,Indoor/Outdoor Games,Baldwin Park,EE. UU.,8674,Rhodes,CA,91706,8/14/2015 15:37,Huelva,España,15459,10.5,0.07,38633,49.97999954,3,149.9400024,139.4400024,O'Brien Men's Neoprene Life Vest,8/19/2015 15:37,Standard Class,1,kg
DEBIT,2,1,14.72000027,47.47999954,Late delivery,1,Indoor/Outdoor Games,Houston,EE. UU.,1498,Bray,TX,77084,08/06/2015 18:26,Altamura,Italia,14919,2.5,0.050000001,37354,49.97999954,1,49.97999954,47.47999954,O'Brien Men's Neoprene Life Vest,08/08/2015 18:26,First Class,1,kg
DEBIT,6,4,-117.2300034,159.9400024,Late delivery,1,Indoor/Outdoor Games,Murfreesboro,EE. UU.,7842,Smith,TN,37130,08/02/2015 11:26,Aix-en-Provence,Francia,14625,39.97999954,0.200000003,36583,49.97999954,4,199.9199982,159.9400024,O'Brien Men's Neoprene Life Vest,08/08/2015 11:26,Standard Class,1,kg
TRANSFER,3,4,34.00999832,125.9499969,Advance shipping,0,Indoor/Outdoor Games,Fort Lauderdale,EE. UU.,9253,Smith,FL,33313,7/27/2015 1:59,Alphen aan den Rijn,Países Bajos,14187,23.98999977,0.159999996,35512,49.97999954,3,149.9400024,125.9499969,O'Brien Men's Neoprene Life Vest,7/30/2015 1:59,Standard Class,1,kg
PAYMENT,6,2,82.76999664,179.9299927,Late delivery,1,Indoor/Outdoor Games,Caguas,Puerto Rico,3493,Simmons,PR,725,7/21/2015 17:24,Manchester,Reino Unido,13820,19.98999977,0.100000001,34621,49.97999954,4,199.9199982,179.9299927,O'Brien Men's Neoprene Life Vest,7/27/2015 17:24,Second Class,1,kg
PAYMENT,0,0,29.71999931,94.95999908,Shipping on time,0,Indoor/Outdoor Games,South Richmond Hill,EE. UU.,502,May,NY,11419,7/16/2015 2:10,Bournemouth,Reino Unido,13434,5,0.050000001,33663,49.97999954,2,99.95999908,94.95999908,O'Brien Men's Neoprene Life Vest,7/16/2015 14:10,Same Day,1,kg
PAYMENT,6,4,23.22999954,82.97000122,Late delivery,1,Indoor/Outdoor Games,Caguas,Puerto Rico,4597,Smith,PR,725,07/05/2015 12:31,London,Reino Unido,12710,16.98999977,0.170000002,31810,49.97999954,2,99.95999908,82.97000122,O'Brien Men's Neoprene Life Vest,07/11/2015 12:31,Standard Class,1,kg
